rooms,garages,useful_area,latitude,longitude,value,interior_quality,pred_nt_value,receita_nt,sinal_receita_nt,pred_time_on_market_source,pred_time_on_market_nt_value,time_on_market_agg,receita_tempo,sold_proba,sold
2.0,2.0,47,-23.6019514,-46.6064406,422289,3,430193.34,7904.34375,1.0,75.692764,75.692764,"(75, 90]",104.4266757193332,0.6017741,True
2.0,1.0,72,-23.576523,-46.644499200000006,600155,2,699614.25,99459.25,1.0,87.882904,99.010994,"(90, 105]",1004.5273360519216,0.65679365,True
3.0,2.0,187,-23.5805585,-46.674269,1827860,3,2438321.8,610461.75,1.0,147.22168,171.33524,"(165, 180]",3562.9667644108904,0.122154534,False
2.0,1.0,70,-23.5243286,-46.7093499,412664,1,493061.47,80397.46875,1.0,51.011078,64.21414,"(60, 75]",1252.0212283328954,0.7152205,True
3.0,1.0,134,-23.5690085,-46.6601042,1399750,1,1476140.5,76390.5,1.0,105.50692,127.05531,"(120, 135]",601.2381389643457,0.50408727,True
4.0,2.0,110,-23.6139098,-46.739428499999995,1311010,3,820890.56,-490119.4375,-1.0,156.9233,119.15979,"(105, 120]",-4113.127736624334,0.33666733,False
3.0,3.0,152,-23.6348866,-46.7375901,1006850,3,1140197.0,133347.0,1.0,97.26378,97.57237,"(90, 105]",1366.6471017372264,0.5516609,True
3.0,2.0,156,-23.5605961,-46.665316499999996,1835130,3,2036839.8,201709.75,1.0,118.99763,118.99763,"(105, 120]",1695.073714051131,0.3184126,False
3.0,2.0,300,-23.6029811,-46.670991799999996,3374580,2,3538531.8,163951.75,1.0,140.80705,159.89363,"(150, 165]",1025.3801167291374,0.18081377,False
3.0,2.0,84,-23.5815133,-46.6795415,1026470,3,1074883.2,48413.25,1.0,128.341,128.341,"(120, 135]",377.22355841595174,0.41428587,False
3.0,3.0,216,-23.580281,-46.629831700000004,2059060,2,2192884.8,133824.75,1.0,143.34225,132.77365,"(120, 135]",1007.9164718907897,0.4268978,False
2.0,1.0,58,-23.527763,-46.6632711,625561,1,603454.9,-22106.125,-1.0,109.64019,103.585976,"(90, 105]",-213.40847409053737,0.40537503,False
3.0,3.0,130,-23.6443848,-46.6709369,1031970,3,1124436.9,92466.875,1.0,83.595955,92.86913,"(90, 105]",995.6685501131522,0.58057255,True
3.0,3.0,250,-23.626797699999997,-46.730333,1779580,3,1669766.6,-109813.375,-1.0,131.71017,103.24335,"(90, 105]",-1063.636331175338,0.5745297,True
4.0,2.0,193,-23.5271662,-46.692521299999996,1868650,1,1748513.2,-120136.75,-1.0,112.24626,138.0734,"(135, 150]",-870.0934035512862,0.6426724,True
3.0,2.0,130,-23.5439389,-46.661088299999996,1682310,3,1331785.6,-350524.375,-1.0,146.47304,182.03784,"(180, 195]",-1925.5577386548503,0.30654818,False
2.0,1.0,52,-23.6308532,-46.7012985,488231,2,397606.6,-90624.40625,-1.0,81.85578,61.585854,"(60, 75]",-1471.5133587812265,0.8416597,True
2.0,2.0,142,-23.621515,-46.6722411,1233380,1,1537682.5,304302.5,1.0,100.55868,125.17503,"(120, 135]",2431.0159248444957,0.35896763,False
3.0,2.0,97,-23.5927592,-46.648302,942153,2,1139451.4,197298.375,1.0,100.220795,127.64819,"(120, 135]",1545.6417345800971,0.37210056,False
3.0,1.0,140,-23.540877,-46.7064596,989371,2,1195760.5,206389.5,1.0,89.23562,111.90095,"(105, 120]",1844.3945693079625,0.5796432,True
1.0,1.0,45,-23.6060202,-46.668177299999996,462712,3,582256.44,119544.4375,1.0,57.26714,114.2102,"(105, 120]",1046.7054621253421,0.43265185,False
2.0,1.0,65,-23.5957016,-46.64318170000001,570461,2,662255.5,91794.5,1.0,99.7193,112.288,"(105, 120]",817.4916140054232,0.45679018,False
2.0,1.0,75,-23.5965348,-46.645581,580724,2,753869.75,173145.75,1.0,87.882904,104.35839,"(90, 105]",1659.1454569128125,0.53307927,True
2.0,1.0,65,-23.5624503,-46.6268972,550026,1,595968.25,45942.25,1.0,109.39976,123.94561,"(120, 135]",370.6646002452696,0.6514133,True
3.0,3.0,103,-23.6352888,-46.7159311,1115970,1,964438.25,-151531.75,-1.0,130.50381,119.293625,"(105, 120]",-1270.241810113984,0.6205588,True
3.0,2.0,126,-23.5835598,-46.629028000000005,1122740,1,1168141.0,45401.0,1.0,89.69984,105.70837,"(105, 120]",429.4929677634154,0.53507835,True
3.0,3.0,180,-23.5440967,-46.6882201,1983880,3,2037427.1,53547.125,1.0,115.89133,115.89133,"(105, 120]",462.0460083628108,0.41715184,False
3.0,2.0,69,-23.572373199999998,-46.65046629999999,744326,1,851865.44,107539.4375,1.0,130.45467,165.13354,"(165, 180]",651.2270874514146,0.19067073,False
3.0,1.0,147,-23.5455194,-46.655440899999995,1261410,1,1351180.9,89770.875,1.0,109.12341,123.16276,"(120, 135]",728.8800328113609,0.5637836,True
1.0,2.0,86,-23.5312627,-46.72987379999999,1015020,1,896368.44,-118651.5625,-1.0,144.01389,124.7321,"(120, 135]",-951.2512106329447,0.4330275,False
2.0,1.0,124,-23.571537399999997,-46.6199598,632185,1,972101.25,339916.25,1.0,71.66807,110.83776,"(105, 120]",3066.7910210592477,0.45679033,False
3.0,1.0,90,-23.600205,-46.67306129999999,800360,1,904338.25,103978.25,1.0,84.16263,120.03754,"(120, 135]",866.2144603001482,0.47755665,False
2.0,1.0,71,-23.595420899999997,-46.6772848,667691,2,904576.1,236885.125,1.0,84.17563,146.05234,"(135, 150]",1621.919435301158,0.26174235,False
4.0,1.0,140,-23.554896499999998,-46.658698799999996,1269910,2,1545261.2,275351.25,1.0,100.62223,131.44409,"(120, 135]",2094.8164823224583,0.40799758,False
3.0,2.0,75,-23.534848800000002,-46.5788795,635937,3,569386.4,-66550.625,-1.0,101.72883,86.13355,"(75, 90]",-772.6446086196999,0.58440924,True
2.0,1.0,45,-23.5673875,-46.6585692,609936,3,642957.25,33021.25,1.0,119.3899,127.23466,"(120, 135]",259.53030961807593,0.19481598,False
3.0,2.0,110,-23.5691389,-46.7282549,831148,1,772117.0,-59031.0,-1.0,57.630898,75.347115,"(75, 90]",-783.4540226573849,0.7199082,True
3.0,4.0,170,-23.6046798,-46.6731427,2646920,1,2417575.0,-229345.0,-1.0,168.24466,121.17587,"(120, 135]",-1892.66224946741,0.09449831,False
3.0,1.0,85,-23.619169699999997,-46.6643511,810834,3,812887.06,2053.0625,1.0,92.579796,92.579796,"(90, 105]",22.176139852433767,0.44504854,False
4.0,3.0,198,-23.6156706,-46.732591799999994,1230040,3,1303687.4,73647.375,1.0,81.33551,86.473274,"(75, 90]",851.6778814607968,0.49724603,False
4.0,3.0,164,-23.5475262,-46.694300399999996,2173990,2,1841529.8,-332460.25,-1.0,141.26422,134.1004,"(120, 135]",-2479.1890477497395,0.40468264,False
3.0,3.0,171,-23.6110257,-46.6833758,2063960,3,2045897.5,-18062.5,-1.0,129.27951,119.737434,"(105, 120]",-150.8509021630568,0.25479457,False
4.0,4.0,280,-23.6204956,-46.6765252,2581600,3,3539278.8,957678.75,1.0,147.41953,164.11346,"(150, 165]",5835.4672711415915,0.17923732,False
2.0,1.0,84,-23.531996,-46.70539,470194,1,658773.94,188579.9375,1.0,57.126945,89.92422,"(75, 90]",2097.098460473623,0.47224018,False
3.0,2.0,120,-23.528062600000002,-46.6973977,1163760,1,1133585.6,-30174.375,-1.0,114.446625,126.04627,"(120, 135]",-239.39125255120152,0.5034079,True
3.0,3.0,146,-23.6430628,-46.6711152,1377970,1,1510087.0,132117.0,1.0,95.39233,116.193695,"(105, 120]",1137.041041015802,0.42331457,False
2.0,1.0,65,-23.602680399999997,-46.6684052,674564,2,729366.75,54802.75,1.0,85.64035,120.090324,"(120, 135]",456.34609010310294,0.25984737,False
4.0,3.0,389,-23.625825199999998,-46.731871500000004,2308050,1,1964819.0,-343231.0,-1.0,82.582245,63.745453,"(60, 75]",-5384.399741288225,0.6136577,True
4.0,4.0,217,-23.5990985,-46.6488071,2396240,3,2806562.8,410322.75,1.0,132.89697,143.9165,"(135, 150]",2851.1167160320415,0.13949245,False
4.0,3.0,149,-23.5499246,-46.569688,1024470,2,1045649.5,21179.5,1.0,75.3389,159.26958,"(150, 165]",132.97894296845982,0.402142,False
3.0,1.0,110,-23.539437,-46.704078,872451,3,961421.7,88970.6875,1.0,75.67572,98.45896,"(90, 105]",903.6321951447062,0.6306171,True
3.0,4.0,221,-23.535969100000003,-46.6791006,2002860,3,2652631.5,649771.5,1.0,102.95634,149.49875,"(135, 150]",4346.334034937306,0.2980304,False
3.0,1.0,130,-23.6025433,-46.670061,1184620,3,1319786.9,135166.875,1.0,101.001434,121.29216,"(120, 135]",1114.390863860537,0.5074318,True
4.0,2.0,160,-23.5702329,-46.634738,1377780,1,1376849.5,-930.5,-1.0,84.95202,108.228775,"(105, 120]",-8.597528705190458,0.62548953,True
3.0,3.0,227,-23.6043633,-46.6672708,2884050,3,2742980.5,-141069.5,-1.0,172.25342,158.00739,"(150, 165]",-892.8032052002612,0.20877384,False
4.0,4.0,213,-23.588682100000003,-46.6454059,2976680,2,2625020.0,-351660.0,-1.0,158.66779,169.57706,"(165, 180]",-2073.7475131377414,0.16022062,False
3.0,1.0,170,-23.5720023,-46.647391600000006,1956980,3,1489266.9,-467713.125,-1.0,135.77237,106.42934,"(105, 120]",-4394.588373570403,0.56849927,True
3.0,3.0,140,-23.536780899999997,-46.6797935,1475900,1,1517644.2,41744.25,1.0,132.20747,116.705185,"(105, 120]",357.68976350712194,0.47399008,False
3.0,1.0,98,-23.561448600000002,-46.6652185,1191690,3,1180821.0,-10869.0,-1.0,83.79196,83.79196,"(75, 90]",-129.71411318445786,0.38366577,False
3.0,2.0,160,-23.605971,-46.667947,1707480,3,1788188.5,80708.5,1.0,123.75693,123.75693,"(120, 135]",652.153391626248,0.28049105,False
3.0,1.0,69,-23.498459699999998,-46.6363498,660315,1,508425.7,-151889.3125,-1.0,110.49746,73.82868,"(60, 75]",-2057.3211995238544,0.82933897,True
2.0,1.0,55,-23.634825699999997,-46.6374906,350881,1,437180.0,86299.0,1.0,102.09667,125.372894,"(120, 135]",688.3385798079411,0.51907414,True
2.0,1.0,76,-23.563530800000002,-46.648151899999995,1395970,1,785905.4,-610064.625,-1.0,115.30095,115.471504,"(105, 120]",-5283.24827121837,0.49797103,False
3.0,2.0,157,-23.6257665,-46.73104779999999,916382,1,1085505.1,169123.125,1.0,68.18004,71.709946,"(60, 75]",2358.4333163176393,0.65676075,True
4.0,3.0,385,-23.559779000000002,-46.6662376,4365810,1,4687859.0,322049.0,1.0,173.82745,181.17618,"(180, 195]",1777.5460526504178,0.022203626,False
2.0,1.0,95,-23.57403,-46.6446925,840086,2,935375.25,95289.25,1.0,84.29708,112.6784,"(105, 120]",845.6745177376126,0.61959374,True
3.0,2.0,157,-23.5992973,-46.6315409,1681020,3,1449299.0,-231721.0,-1.0,127.82183,147.07503,"(135, 150]",-1575.5291975304992,0.42308766,False
2.0,2.0,112,-23.5329102,-46.6808979,1249860,2,1204182.5,-45677.5,-1.0,117.6569,115.62382,"(105, 120]",-395.05268905503084,0.4177022,False
2.0,1.0,65,-23.597595600000002,-46.626634,531740,2,588126.94,56386.9375,1.0,111.11376,123.94561,"(120, 135]",454.9329135489119,0.5584262,True
1.0,1.0,53,-23.5584615,-46.6638849,777516,2,705735.6,-71780.375,-1.0,125.70896,124.01255,"(120, 135]",-578.815408562255,0.31614372,False
2.0,1.0,47,-23.5685341,-46.6600492,650626,1,677713.3,27087.3125,1.0,119.43375,117.87909,"(105, 120]",229.78895279990846,0.11684272,False
3.0,2.0,230,-23.5427705,-46.662769399999995,2740680,1,2320378.0,-420302.0,-1.0,134.7767,120.730545,"(120, 135]",-3481.3228073062387,0.46021608,False
3.0,2.0,212,-23.5617015,-46.60137,1387670,2,1420686.4,33016.375,1.0,77.39054,83.40661,"(75, 90]",395.8484292970783,0.4819984,False
3.0,2.0,82,-23.5330728,-46.69376389999999,663992,2,836835.9,172843.875,1.0,75.1971,94.32588,"(90, 105]",1832.411968084719,0.36262426,False
4.0,1.0,176,-23.5726082,-46.6572467,2125920,3,2116935.0,-8985.0,-1.0,128.22334,128.22334,"(120, 135]",-70.07304440129974,0.37955895,False
4.0,2.0,400,-23.5440596,-46.65532879999999,4662330,2,3966823.0,-695507.0,-1.0,166.03651,160.22475,"(150, 165]",-4340.821341939409,0.049009368,False
3.0,1.0,137,-23.5825307,-46.68329129999999,1338900,3,1502297.6,163397.625,1.0,126.91097,131.29974,"(120, 135]",1244.462635301446,0.47285485,False
4.0,2.0,260,-23.6236526,-46.7360369,1460110,2,1361810.0,-98300.0,-1.0,99.65524,103.15853,"(90, 105]",-952.902284154618,0.6058811,True
3.0,3.0,147,-23.5434098,-46.7244373,1668400,2,1431562.8,-236837.25,-1.0,127.57463,132.91377,"(120, 135]",-1781.8864471105844,0.550966,True
2.0,1.0,97,-23.564659699999996,-46.6281995,1061730,1,822183.7,-239546.3125,-1.0,171.64465,116.56684,"(105, 120]",-2055.0124734196065,0.617932,True
2.0,1.0,60,-23.6016968,-46.643368200000005,355345,2,580145.2,224800.1875,1.0,58.135204,103.585976,"(90, 105]",2170.179757403964,0.5559292,True
3.0,3.0,136,-23.6075553,-46.691604299999995,1476870,3,1596919.2,120049.25,1.0,116.16252,120.55129,"(120, 135]",995.8354455654706,0.4225101,False
3.0,1.0,125,-23.567133,-46.6443755,1294760,1,1133773.1,-160986.875,-1.0,147.93596,107.912506,"(105, 120]",-1491.8277854243559,0.51078314,True
4.0,3.0,213,-23.5339445,-46.669154,2280240,1,2279139.8,-1100.25,-1.0,111.164894,129.40161,"(120, 135]",-8.502598914399023,0.5223662,True
2.0,1.0,68,-23.6376474,-46.7136907,631277,1,519517.9,-111759.09375,-1.0,94.356804,81.0615,"(75, 90]",-1378.6951017765543,0.7065192,True
4.0,4.0,222,-23.593976899999998,-46.6395066,3232090,2,2553121.8,-678968.25,-1.0,159.85257,164.50726,"(150, 165]",-4127.28433298569,0.13306652,False
1.0,1.0,52,-23.5567032,-46.5686036,513995,1,390630.0,-123365.0,-1.0,110.3429,53.079002,"(45, 60]",-2324.1770656492417,0.68275803,True
3.0,1.0,140,-23.546706600000004,-46.658137200000006,1259370,2,1357271.2,97901.25,1.0,100.62223,127.05531,"(120, 135]",770.5403859417486,0.52310175,True
2.0,3.0,170,-23.5376343,-46.6887211,1595680,3,1947819.5,352139.5,1.0,92.226456,115.89133,"(105, 120]",3038.531954084856,0.3695848,False
3.0,1.0,231,-23.5458607,-46.6565965,2139700,1,2293167.8,153467.75,1.0,107.906975,127.115814,"(120, 135]",1207.306509854799,0.50104874,True
1.0,1.0,60,-23.5811281,-46.6763195,986499,3,722221.9,-264277.125,-1.0,139.66006,132.51414,"(120, 135]",-1994.3314368779036,0.1436135,False
4.0,3.0,255,-23.549183399999997,-46.5956555,1815010,2,1840252.9,25242.875,1.0,95.160774,98.24651,"(90, 105]",256.93405429852237,0.6092395,True
3.0,2.0,150,-23.5709798,-46.63386989999999,1269290,3,1248398.6,-20891.375,-1.0,91.25771,91.25771,"(90, 105]",-228.9272242361657,0.5449358,True
2.0,1.0,68,-23.635206699999998,-46.6389672,563414,1,414810.53,-148603.46875,-1.0,92.20497,55.083523,"(45, 60]",-2697.7844045785905,0.7520838,True
3.0,2.0,74,-23.5745632,-46.731281200000005,608586,1,547794.7,-60791.3125,-1.0,71.87433,87.921295,"(75, 90]",-691.4287646151256,0.4938475,False
3.0,2.0,172,-23.5727111,-46.646443100000006,1980010,2,1729055.4,-250954.625,-1.0,120.86833,126.099396,"(120, 135]",-1990.1334459496252,0.5200677,True
3.0,2.0,115,-23.619996899999997,-46.6708588,1075090,2,1138993.6,63903.625,1.0,82.365746,109.08779,"(105, 120]",585.7999704161772,0.36571807,False
2.0,1.0,60,-23.561581699999998,-46.630123100000006,568029,3,534031.44,-33997.5625,-1.0,113.0351,92.31126,"(90, 105]",-368.29270689895,0.72524697,True
3.0,1.0,177,-23.5662315,-46.6534279,2145160,3,1958137.9,-187022.125,-1.0,147.77313,135.77237,"(135, 150]",-1377.4682275006749,0.49192291,False
4.0,2.0,137,-23.5608129,-46.6057828,1014650,2,956250.3,-58399.6875,-1.0,95.156746,101.44508,"(90, 105]",-575.6778487148227,0.440409,False
3.0,2.0,442,-23.542520800000002,-46.6604152,4657940,3,4271893.0,-386047.0,-1.0,170.16895,170.16895,"(165, 180]",-2268.6101702696656,0.083653934,False
3.0,1.0,123,-23.546608,-46.65759129999999,1069270,2,1259590.1,190320.125,1.0,79.245445,107.912506,"(105, 120]",1763.6521648142843,0.4689104,False
4.0,3.0,210,-23.625332800000002,-46.671248999999996,1685560,3,2240791.8,555231.75,1.0,104.57382,128.85919,"(120, 135]",4308.825329701325,0.27144903,False
4.0,3.0,220,-23.6060739,-46.65541629999999,2303100,1,2668485.2,365385.25,1.0,113.35742,175.68411,"(165, 180]",2079.785386959495,0.18012409,False
3.0,1.0,120,-23.561684200000002,-46.669375200000005,1516880,1,1368077.8,-148802.25,-1.0,120.955414,124.712845,"(120, 135]",-1193.158973966195,0.42571455,False
3.0,1.0,162,-23.6019803,-46.6668445,1822270,2,1856575.6,34305.625,1.0,119.84439,122.92421,"(120, 135]",279.07948412361975,0.3949052,False
2.0,1.0,67,-23.5904592,-46.6780225,742810,2,841008.5,98198.5,1.0,118.421776,133.40157,"(120, 135]",736.1120508132301,0.20153691,False
3.0,2.0,130,-23.6130023,-46.7063556,1004380,3,1075875.6,71495.625,1.0,104.963806,104.963806,"(90, 105]",681.145507397395,0.725737,True
4.0,3.0,142,-23.6426107,-46.709636100000004,1098730,3,1038210.4,-60519.625,-1.0,107.15256,104.963806,"(90, 105]",-576.576128652978,0.76842105,True
3.0,2.0,155,-23.556616199999997,-46.607741499999996,1143410,1,1191851.2,48441.25,1.0,120.65427,92.15162,"(90, 105]",525.669006665316,0.51949817,True
2.0,2.0,240,-23.586543300000002,-46.6856852,4135990,2,3262738.8,-873251.25,-1.0,169.55377,161.49097,"(150, 165]",-5407.430937597794,0.1436012,False
2.0,1.0,55,-23.560089899999998,-46.698798700000005,674134,1,622903.0,-51231.0,-1.0,101.40528,117.048874,"(105, 120]",-437.6889609648914,0.36793244,False
2.0,1.0,48,-23.622941600000004,-46.662683200000004,320240,3,527665.94,207425.9375,1.0,72.141846,108.11518,"(105, 120]",1918.5644017838563,0.49743378,False
2.0,1.0,65,-23.598530800000002,-46.6732474,728786,3,745013.3,16227.3125,1.0,120.090324,120.090324,"(120, 135]",135.1258944534026,0.23495087,False
1.0,2.0,80,-23.5961949,-46.682075899999994,944867,2,1150523.0,205656.0,1.0,126.72422,145.49113,"(135, 150]",1413.5294257196215,0.21572597,False
3.0,1.0,108,-23.559243,-46.6662783,1584370,2,1269820.1,-314549.875,-1.0,178.55478,103.306305,"(90, 105]",-3044.8274692250634,0.30286354,False
3.0,1.0,63,-23.633357999999998,-46.7379012,497199,2,522979.66,25780.65625,1.0,78.51467,91.826126,"(90, 105]",280.75513304686655,0.31818372,False
3.0,2.0,155,-23.5309104,-46.7258838,1349880,3,1514831.0,164951.0,1.0,116.2723,125.35911,"(120, 135]",1315.827805969289,0.38043374,False
4.0,3.0,227,-23.553110600000004,-46.571771399999996,1947450,1,1590766.5,-356683.5,-1.0,111.51441,79.6692,"(75, 90]",-4477.0565420730345,0.4435756,False
3.0,1.0,127,-23.602762300000002,-46.6643052,1092950,3,1359245.2,266295.25,1.0,82.90898,124.712845,"(120, 135]",2135.267223863022,0.42020497,False
1.0,1.0,63,-23.618339499999998,-46.63305,648575,3,640595.3,-7979.6875,-1.0,121.11605,121.11605,"(120, 135]",-65.88464082628936,0.25824577,False
4.0,4.0,325,-23.627699300000003,-46.671928,2370590,3,3252261.5,881671.5,1.0,110.52098,147.42632,"(135, 150]",5980.421461123271,0.16909091,False
3.0,4.0,240,-23.618254800000003,-46.7380826,1705840,1,1734806.5,28966.5,1.0,90.763084,99.67198,"(90, 105]",290.6182808201279,0.3314806,False
3.0,2.0,172,-23.6143234,-46.681754299999994,1889800,3,1812747.8,-77052.25,-1.0,126.55931,126.55931,"(120, 135]",-608.8232421944467,0.50221586,True
1.0,1.0,37,-23.6133477,-46.6631475,477419,1,515123.94,37704.9375,1.0,124.706955,143.66724,"(135, 150]",262.44632014695964,0.23602359,False
3.0,3.0,160,-23.586126899999996,-46.6414289,1535560,1,1633715.6,98155.625,1.0,77.445496,101.79208,"(90, 105]",964.2756233430259,0.49051163,False
4.0,5.0,344,-23.533542800000003,-46.663156,4792420,2,4247543.5,-544876.5,-1.0,184.21729,182.6229,"(180, 195]",-2983.615510678393,0.035814524,False
3.0,1.0,124,-23.5659486,-46.657004,1191460,1,1423670.8,232210.75,1.0,103.35253,127.05531,"(120, 135]",1827.6351009289758,0.55719256,True
2.0,2.0,58,-23.5626259,-46.622129,614751,3,473635.28,-141115.71875,-1.0,113.17557,79.53845,"(75, 90]",-1774.1823600822004,0.74250805,True
3.0,2.0,159,-23.5660539,-46.6550249,1997940,2,1919643.4,-78296.625,-1.0,110.36265,121.340096,"(120, 135]",-645.2658922382509,0.35699144,False
3.0,1.0,159,-23.568116500000002,-46.5830398,958482,2,903275.9,-55206.125,-1.0,66.80518,98.39691,"(90, 105]",-561.0554649579594,0.58348495,True
4.0,3.0,184,-23.568271600000003,-46.5953643,1351500,1,1374481.9,22981.875,1.0,112.2935,112.109085,"(105, 120]",204.99565207390427,0.47931874,False
3.0,3.0,313,-23.5820338,-46.6831102,4912430,1,4042862.5,-869567.5,-1.0,154.76022,180.02292,"(180, 195]",-4830.315530232204,0.032659482,False
