rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold,value_log1p,value_log1p_zscore,time_on_market_agg
2.0,1.0,53,-23.5865922,-46.6263166,413756,3,81.0,1,12.933034123959297,-1.6129349343125703,"(75, 90]"
4.0,9.0,292,-23.4920745,-46.6296689,2156560,3,110.0,1,14.584025381245446,0.8981043170033621,"(105, 120]"
4.0,2.0,117,-23.641773999999998,-46.7201059,1266570,2,101.62721821788419,0,14.05182380686046,0.08866390537481282,"(90, 105]"
2.0,1.0,118,-23.5745858,-46.6430151,1085030,3,27.0,1,13.897119115977112,-0.14663083010993996,"(15, 30]"
2.0,1.0,79,-23.619074100000002,-46.6409573,496660,3,2.090786593401477,0,13.115662979792472,-1.3351695473693146,"(0, 15]"
5.0,3.0,354,-23.521994,-46.712007,2862060,2,28.0,1,14.867052552637995,1.3285683387958378,"(15, 30]"
3.0,3.0,275,-23.5697666,-46.6639718,4952940,1,26.0,1,15.415492099526885,2.1627055416031085,"(15, 30]"
2.0,1.0,88,-23.570010399999997,-46.6534619,930635,2,299.0,1,13.743623502363986,-0.3800866458124094,"(285, 300]"
3.0,2.0,80,-23.554079,-46.690060100000004,755018,3,22.0,1,13.534498193477429,-0.6981512368514281,"(15, 30]"
3.0,1.0,120,-23.6098979,-46.682115,1082040,2,34.0,1,13.894359630461778,-0.1508278095983905,"(30, 45]"
4.0,5.0,285,-23.621793,-46.731906,1722240,2,82.47659458315127,0,14.359136907719622,0.556065083482457,"(75, 90]"
3.0,3.0,132,-23.6061213,-46.6350447,1422420,2,352.19747171934534,0,14.167870907412322,0.2651632194693799,"(345, 360]"
3.0,2.0,160,-23.5791937,-46.6925563,2095120,1,61.28343813015356,0,14.555121866233774,0.8541441443646474,"(60, 75]"
4.0,1.0,136,-23.5792526,-46.67204470000001,1418200,2,101.0,1,14.16489972497095,0.2606442641447033,"(90, 105]"
2.0,1.0,60,-23.606255800000003,-46.6575501,551180,2,255.0,1,13.219818527840738,-1.17675643146861,"(240, 255]"
1.0,1.0,34,-23.5640714,-46.6829393,284940,2,57.0,1,12.560037420275838,-2.1802361598200837,"(45, 60]"
3.0,1.0,119,-23.5721126,-46.625455200000005,692731,3,48.0,1,13.448398478988155,-0.8291027253317758,"(45, 60]"
3.0,1.0,110,-23.5603598,-46.6765225,1052240,1,7.0,1,13.86643273349574,-0.19330261625754153,"(0, 15]"
2.0,1.0,60,-23.637683199999998,-46.7370016,353059,2,210.0,1,12.774393293143275,-1.8542162562350155,"(195, 210]"
4.0,1.0,170,-23.5401935,-46.65550820000001,1530420,1,68.20498144615097,0,14.241053418916806,0.3764685689596647,"(60, 75]"
2.0,2.0,175,-23.579425,-46.6723432,1869130,3,288.30730796133497,0,14.440984174939175,0.6805489047590589,"(285, 300]"
3.0,2.0,220,-23.6109976,-46.6593853,2648710,2,44.76592689191892,0,14.789583664529868,1.2107437180191851,"(30, 45]"
4.0,4.0,332,-23.616918,-46.733036,1848820,2,177.0,1,14.430058696596967,0.6639320360532974,"(165, 180]"
3.0,1.0,138,-23.5646558,-46.68489829999999,1359450,3,79.0,1,14.122591499742366,0.19629648899226773,"(75, 90]"
5.0,3.0,220,-23.618189,-46.6740037,2423010,1,281.40858167791333,0,14.70052153961502,1.0752866158208383,"(270, 285]"
1.0,2.0,70,-23.6272122,-46.7198961,649242,1,4.6597539646250805,0,13.383562347795714,-0.9277138291817778,"(0, 15]"
2.0,1.0,99,-23.572834399999998,-46.658414,955660,1,322.9602131021936,0,13.770158526636742,-0.33972877765928855,"(315, 330]"
3.0,3.0,155,-23.6218283,-46.6747552,1772300,1,63.0,1,14.387789260281632,0.5996432560549856,"(60, 75]"
4.0,3.0,320,-23.6079969,-46.7227703,1837810,3,85.0,1,14.424085747448355,0.6548476089298416,"(75, 90]"
3.0,1.0,100,-23.549452,-46.6542286,828204,1,68.79657634318971,0,13.627015987264464,-0.5574383102268059,"(60, 75]"
3.0,2.0,114,-23.552127600000002,-46.690313700000004,977160,2,53.0,1,13.792406707622513,-0.3058908905844145,"(45, 60]"
3.0,2.0,360,-23.5663315,-46.645793700000006,2302380,3,11.0,1,14.649454362822677,0.997617103754345,"(0, 15]"
4.0,3.0,119,-23.6000081,-46.687864700000006,1682990,3,179.0,1,14.336083125565061,0.521001934828027,"(165, 180]"
1.0,1.0,79,-23.587501,-46.632405,897875,2,153.59903515217982,0,13.70778725311726,-0.4345910098309004,"(150, 165]"
4.0,3.0,230,-23.5455194,-46.655440899999995,1973640,2,3.0,1,14.495390618201203,0.7632972015489599,"(0, 15]"
3.0,1.0,90,-23.5998122,-46.731398399999996,587345,1,153.0,1,13.283369362979418,-1.0801001707023101,"(150, 165]"
4.0,6.0,273,-23.5525658,-46.574789700000004,2314810,3,26.0,1,14.654838600700943,1.0058061432729257,"(15, 30]"
3.0,2.0,140,-23.6269393,-46.734808,1019830,1,119.0,1,13.835147485258457,-0.24088523425402558,"(105, 120]"
2.0,2.0,70,-23.587483499999998,-46.6783846,960000,2,265.0,1,13.774689605110144,-0.33283733238524904,"(255, 270]"
2.0,1.0,69,-23.586803,-46.631595000000004,803592,2,56.0,1,13.596848201083583,-0.6033213486082557,"(45, 60]"
4.0,2.0,132,-23.5608129,-46.6057828,977619,2,60.35192615151114,0,13.792876325455339,-0.30517663555360264,"(60, 75]"
3.0,1.0,160,-23.5685433,-46.6337633,1092300,1,192.41161416420812,0,13.90379703833062,-0.13647418932041805,"(180, 195]"
3.0,2.0,230,-23.562739800000003,-46.6684565,2882970,2,95.61534716355276,0,14.874331917603593,1.339639730647613,"(90, 105]"
3.0,4.0,239,-23.611741000000002,-46.658524,2727780,1,194.9924602201379,0,14.818999016130615,1.2554823573879657,"(180, 195]"
2.0,1.0,86,-23.565948100000004,-46.65516470000001,1026950,3,34.0,1,13.842104775990563,-0.23030369420404784,"(30, 45]"
1.0,1.0,43,-23.5959967,-46.67483060000001,477275,3,57.0,1,13.075850218888784,-1.3957219003216537,"(45, 60]"
2.0,1.0,66,-23.5983982,-46.6421498,702025,2,16.0,1,13.461725719359132,-0.8088329488956157,"(15, 30]"
4.0,6.0,443,-23.6263042,-46.723467600000006,3590560,1,36.605521017676075,0,15.093819015665453,1.673463859611632,"(30, 45]"
3.0,2.0,224,-23.5674742,-46.658706,2323410,2,64.0,1,14.65854692249121,1.011446234660918,"(60, 75]"
2.0,1.0,87,-23.589206,-46.6298121,674922,3,13.0,1,13.422353889273651,-0.8687146777082159,"(0, 15]"
3.0,2.0,181,-23.5974059,-46.723472799999996,1106620,2,62.0,1,13.916821786312894,-0.11666448210503827,"(60, 75]"
4.0,3.0,175,-23.6021299,-46.6445558,1941000,3,14.0,1,14.478714377349366,0.7379338356567671,"(0, 15]"
1.0,1.0,49,-23.613457699999998,-46.679294299999995,511970,3,4.48621130912509,0,13.146023261792504,-1.2889937366576238,"(0, 15]"
3.0,3.0,157,-23.6131532,-46.7061489,1282110,1,88.0,1,14.06401849617796,0.1072111529139549,"(75, 90]"
4.0,3.0,176,-23.6216337,-46.737264700000004,1031520,1,116.0,1,13.846544969987129,-0.22355047769873457,"(105, 120]"
1.0,2.0,134,-23.5524617,-46.699309299999996,1747680,1,218.806968647322,0,14.373800324264334,0.5783670880143841,"(210, 225]"
4.0,3.0,194,-23.6129473,-46.6244062,1766290,2,62.70876426333188,0,14.384392425733395,0.5944769144143459,"(60, 75]"
4.0,2.0,310,-23.5690897,-46.6535164,3337510,1,70.94460846873977,0,15.020735877565361,1.5623096499398441,"(60, 75]"
3.0,2.0,90,-23.6224747,-46.7384175,570923,3,14.0,1,13.255011379954711,-1.1232306283282574,"(0, 15]"
3.0,4.0,245,-23.570834899999998,-46.6323273,2660270,3,60.0,1,14.793938555267745,1.21736719438815,"(45, 60]"
4.0,3.0,154,-23.6276318,-46.6735386,1901330,1,48.956227094615095,0,14.45806472519843,0.7065271962525979,"(45, 60]"
3.0,1.0,90,-23.5550735,-46.657960700000004,665310,1,43.37680966503317,0,13.408009879487778,-0.8905308874759118,"(30, 45]"
3.0,2.0,178,-23.5623657,-46.6610021,2701490,3,104.107391620189,0,14.809314400778199,1.2407527522634736,"(90, 105]"
3.0,2.0,76,-23.5796413,-46.5887047,500304,1,50.0,1,13.122973191429955,-1.3240512399427085,"(45, 60]"
3.0,2.0,104,-23.613359399999997,-46.6811316,1233740,2,354.1793152251018,0,14.025561574870395,0.04872093471207389,"(345, 360]"
3.0,2.0,208,-23.5604996,-46.66539,1860200,3,82.81216120429107,0,14.436195104366965,0.673265072012477,"(75, 90]"
2.0,1.0,117,-23.5568506,-46.657206,1304940,3,294.11792589311636,0,14.081668386988925,0.1340553705390832,"(285, 300]"
3.0,2.0,123,-23.6102772,-46.7065684,1140700,3,180.0,1,13.947153543670291,-0.07053205532828452,"(165, 180]"
2.0,1.0,62,-23.5541189,-46.6530597,667560,3,45.59130697815174,0,13.411386050848908,-0.885395973060375,"(45, 60]"
3.0,3.0,200,-23.6168015,-46.6815814,1896750,1,85.50754505214269,0,14.455652980417792,0.7028591054728248,"(75, 90]"
3.0,2.0,120,-23.525588,-46.729506,939351,3,266.22493909937964,0,13.752945554825025,-0.36590847283348465,"(255, 270]"
3.0,1.0,128,-23.5725783,-46.646074600000006,989933,2,55.0,1,13.805393553221785,-0.28613883017426067,"(45, 60]"
4.0,5.0,549,-23.5978861,-46.7243159,3996160,3,186.51920484414168,0,15.200844708229239,1.8362422594007954,"(180, 195]"
2.0,1.0,50,-23.5744485,-46.632681,311910,2,66.0,1,12.650473169688015,-2.0426898733125305,"(60, 75]"
4.0,4.0,340,-23.619735000000002,-46.673514399999995,3444060,1,41.09722575083376,0,15.052161856335738,1.6101063089803962,"(30, 45]"
4.0,3.0,170,-23.6214288,-46.6380844,1547180,3,191.08412439919567,0,14.251945123357574,0.39303406998445906,"(180, 195]"
3.0,1.0,89,-23.5735034,-46.64312520000001,785063,3,95.79489405956976,0,13.573520522103685,-0.6388010746831887,"(90, 105]"
2.0,1.0,60,-23.6361373,-46.739097799999996,715094,3,305.6573592591782,0,13.480170679982956,-0.780779487127724,"(300, 315]"
3.0,1.0,70,-23.5912012,-46.635803700000004,629359,3,177.0,1,13.352458709003123,-0.9750202322425242,"(165, 180]"
2.0,1.0,75,-23.5859497,-46.7199379,499316,3,23.0,1,13.120996443575825,-1.3270577316062884,"(15, 30]"
3.0,4.0,160,-23.533775100000003,-46.67743,1848430,2,321.49908324459705,0,14.429847729099244,0.6636111696252056,"(315, 330]"
2.0,1.0,71,-23.6443676,-46.667430200000005,540621,3,66.0,1,13.200475607519936,-1.2061756255111342,"(60, 75]"
2.0,1.0,65,-23.565116,-46.68636179999999,915195,1,20.5613682284212,0,13.726893528968748,-0.40553173504805323,"(15, 30]"
2.0,1.0,62,-23.5420918,-46.569987899999994,436581,1,298.6129501820453,0,12.98673149457975,-1.5312650861378097,"(285, 300]"
3.0,2.0,100,-23.5607639,-46.6816284,1165380,1,294.19813897556753,0,13.968558630143072,-0.0379764545195226,"(285, 300]"
4.0,3.0,139,-23.62029,-46.737758500000005,1101180,1,344.82007080782796,0,13.911893798196909,-0.12415959846900951,"(330, 345]"
2.0,2.0,57,-23.532772,-46.660198,677492,2,98.72302808564604,0,13.426154499579296,-0.8629342221096102,"(90, 105]"
2.0,1.0,88,-23.5641704,-46.6579093,1046110,2,16.439215585810224,0,13.860590036523675,-0.20218893916546343,"(15, 30]"
3.0,1.0,64,-23.572212300000004,-46.61784,489505,3,138.0,1,13.101151998283097,-1.3572397091490047,"(135, 150]"
2.0,1.0,57,-23.6240405,-46.6383954,494714,2,29.0,1,13.11173711816303,-1.3411405012452113,"(15, 30]"
2.0,2.0,100,-23.563983,-46.695481799999996,1498820,1,12.0,1,14.220189357012481,0.3447358277035039,"(0, 15]"
3.0,1.0,120,-23.5709223,-46.6504523,1166460,1,54.0,1,13.969484936537095,-0.03656760895243003,"(45, 60]"
3.0,2.0,81,-23.529678399999998,-46.6901401,935768,1,187.36843871910838,0,13.749123930129068,-0.37172088981207096,"(180, 195]"
3.0,1.0,165,-23.571548899999996,-46.6545361,1597180,2,305.6209381959381,0,14.283750758282766,0.4414081587979042,"(300, 315]"
4.0,2.0,150,-23.617214999999998,-46.676077,1478600,3,134.10915555252018,0,14.206606928420342,0.32407792829153514,"(120, 135]"
4.0,3.0,243,-23.552762,-46.6804592,1771160,1,73.0,1,14.387145821723898,0.5986646321724238,"(60, 75]"
4.0,3.0,165,-23.583842,-46.6803109,2083070,1,24.0,1,14.549353805115885,0.8453713372361485,"(15, 30]"
2.0,1.0,65,-23.6199452,-46.6379632,513516,1,6.0,1,13.149038413937125,-1.2844079065689291,"(0, 15]"
2.0,1.0,70,-23.5030877,-46.6372762,466729,3,73.0,1,13.05350621099474,-1.4297055332488695,"(60, 75]"
3.0,2.0,75,-23.629723300000002,-46.7319318,536047,2,92.42290501790058,0,13.191978988282182,-1.2190983737784726,"(90, 105]"
1.0,1.0,34,-23.593870300000003,-46.6723521,521829,2,208.78078734096616,0,13.16509714332454,-1.259983731310521,"(195, 210]"
1.0,1.0,35,-23.5722685,-46.65922379999999,624763,3,233.0,1,13.345129257409708,-0.9861678022617253,"(225, 240]"
3.0,2.0,92,-23.5332604,-46.6813824,824438,3,159.0,1,13.622458434011953,-0.5643700217404262,"(150, 165]"
1.0,1.0,45,-23.554969,-46.651579999999996,414765,3,19.281642209405668,0,12.9354697847649,-1.6092304689746901,"(15, 30]"
2.0,1.0,58,-23.5520146,-46.6497129,526107,1,51.0,1,13.173261793837842,-1.247565883655846,"(45, 60]"
2.0,1.0,62,-23.6436218,-46.634931,422841,2,42.133245255583795,0,12.954753865792897,-1.5799007652750745,"(30, 45]"
4.0,3.0,250,-23.551828699999998,-46.6914011,2230730,3,5.313850526177442,0,14.617839892411322,0.949533762451272,"(0, 15]"
4.0,3.0,300,-23.5934259,-46.6741648,3860240,1,78.0,1,15.166240174725177,1.7836112466569667,"(75, 90]"
4.0,3.0,265,-23.6075023,-46.7073718,1453670,2,31.0,1,14.189602639120018,0.29821562424515763,"(30, 45]"
4.0,1.0,250,-23.537767300000002,-46.6545505,2077370,2,317.0497387375338,0,14.54661370992102,0.8412038490339656,"(315, 330]"
4.0,3.0,302,-23.5448204,-46.653350200000006,3532380,2,27.150164525019136,0,15.077482705783018,1.6486175043354179,"(15, 30]"
4.0,3.0,128,-23.5931858,-46.6240003,1427170,1,330.2919541797953,0,14.171204721094712,0.2702337108945234,"(330, 345]"
1.0,1.0,35,-23.6020652,-46.674738299999994,454664,1,303.3058906823212,0,13.027316163021567,-1.4695387172007868,"(300, 315]"
3.0,2.0,85,-23.616525,-46.635171,873756,2,15.0,1,13.680557583942987,-0.476005383041659,"(0, 15]"
3.0,2.0,135,-23.6254459,-46.623809,979635,3,2.0,1,13.794936353078649,-0.3020434813360391,"(0, 15]"
2.0,1.0,78,-23.6036651,-46.6264489,701286,1,116.91935678444679,0,13.46067249735048,-0.8104348240069489,"(105, 120]"
3.0,2.0,132,-23.5500013,-46.57251289999999,844216,2,37.0,1,13.646164849535978,-0.5283142645544787,"(30, 45]"
4.0,3.0,192,-23.524515899999997,-46.6978002,1733660,1,61.080233497655676,0,14.365745915479566,0.5661169101194752,"(60, 75]"
3.0,3.0,159,-23.5608466,-46.585525700000005,1177590,2,102.0,1,13.9789813842645,-0.022124193285418484,"(90, 105]"
3.0,1.0,62,-23.6125316,-46.6803615,746574,3,265.9144284057294,0,13.52325135976938,-0.7152568640128671,"(255, 270]"
3.0,2.0,93,-23.535686600000002,-46.668356200000005,1126940,1,34.0,1,13.9350174402762,-0.08899019788119225,"(30, 45]"
3.0,1.0,186,-23.5367988,-46.667548100000005,1400580,3,11.0,1,14.152397708496805,0.2416295940496129,"(0, 15]"
4.0,3.0,170,-23.599618600000003,-46.6639073,1912260,2,8.0,1,14.4637968695535,0.7152453765617112,"(0, 15]"
4.0,2.0,175,-23.6165207,-46.671786100000006,1475740,3,201.12775535891208,0,14.204670794490404,0.3211332074927889,"(195, 210]"
3.0,1.0,215,-23.5548938,-46.6742594,2010290,3,156.0,1,14.513790045675611,0.7912814106633831,"(150, 165]"
2.0,3.0,130,-23.567580399999997,-46.646931200000004,1658380,1,110.33182462703621,0,14.32135238321222,0.49859753257225303,"(105, 120]"
2.0,1.0,64,-23.6191123,-46.636786900000004,564833,2,86.02604621237707,0,13.244287161649607,-1.1395413949570647,"(75, 90]"
3.0,1.0,130,-23.566242199999998,-46.658586299999996,1290880,2,203.0,1,14.070835488972973,0.11757930986734376,"(195, 210]"
1.0,2.0,122,-23.601446,-46.717651000000004,1093710,3,56.0,1,13.905087058875374,-0.1345121606248774,"(45, 60]"
4.0,4.0,276,-23.574973,-46.6505731,4080670,2,32.23459605152708,0,15.221771993642466,1.8680711590780021,"(30, 45]"
4.0,2.0,150,-23.5808002,-46.6769165,1689050,2,70.0,1,14.339677390715948,0.5264685542505618,"(60, 75]"
2.0,1.0,120,-23.583723000000003,-46.680091499999996,1381800,3,28.680327834402227,0,14.138898278730302,0.22109792989665367,"(15, 30]"
2.0,1.0,100,-23.548385,-46.656526799999995,810720,1,177.52411673033325,0,13.605679254180458,-0.589889950435282,"(165, 180]"
2.0,1.0,97,-23.5558088,-46.6483557,802490,2,36.0,1,13.595475918970148,-0.6054084912478707,"(30, 45]"
3.0,1.0,120,-23.573713100000003,-46.659551799999996,1016350,2,142.0,1,13.831729319899646,-0.24608401852716072,"(135, 150]"
4.0,4.0,216,-23.541861100000002,-46.72702879999999,2790590,3,167.32700146854506,0,14.841763959322163,1.290106202702519,"(165, 180]"
2.0,1.0,48,-23.6083869,-46.6298825,437162,1,234.13760985224965,0,12.988061402243044,-1.5292423919966873,"(225, 240]"
2.0,2.0,55,-23.5611669,-46.578666999999996,331735,3,7.0,1,12.712094750851842,-1.9489678694268966,"(0, 15]"
2.0,1.0,70,-23.594879000000002,-46.626999,722670,2,318.1523761420383,0,13.490709349165549,-0.7647509274019614,"(315, 330]"
2.0,2.0,67,-23.6288653,-46.6431841,1021210,1,171.49080985792074,0,13.836499735932659,-0.23882855799632002,"(165, 180]"
3.0,1.0,97,-23.55078,-46.643969,506762,2,29.0,1,13.13579871766058,-1.3045445347183457,"(15, 30]"
2.0,1.0,85,-23.562834,-46.6801153,735603,3,11.0,1,13.50844720943542,-0.7377729145412395,"(0, 15]"
2.0,1.0,120,-23.538002300000002,-46.6614989,930867,3,115.88212621235279,0,13.74387276317804,-0.3797075379975496,"(105, 120]"
2.0,1.0,65,-23.5679414,-46.654523700000006,1269010,3,152.03424880896895,0,14.053748414901667,0.09159109612372937,"(150, 165]"
2.0,1.0,50,-23.534507,-46.685671899999996,483246,2,130.0,1,13.088283189084416,-1.376812244662427,"(120, 135]"
1.0,2.0,122,-23.601446,-46.717651000000004,1093710,2,30.0,1,13.905087058875374,-0.1345121606248774,"(15, 30]"
3.0,1.0,64,-23.6111567,-46.724283299999996,526459,3,61.034406931206654,0,13.173930634260735,-1.2465486253588445,"(60, 75]"
3.0,2.0,76,-23.5627788,-46.5999756,562871,3,41.061946188688246,0,13.240807527809523,-1.144833668380137,"(30, 45]"
2.0,1.0,136,-23.5578723,-46.661516799999994,1995140,3,104.0,1,14.50622528250035,0.7797759486107179,"(90, 105]"
2.0,1.0,62,-23.6231593,-46.6250221,433166,2,77.0,1,12.978878613922017,-1.5432087542102142,"(75, 90]"
4.0,4.0,270,-23.5364668,-46.6795653,2690830,2,63.0,1,14.805360625804552,1.234739344193695,"(60, 75]"
4.0,4.0,250,-23.578360999999997,-46.6698801,2485590,2,150.0,1,14.726021016198288,1.114069490234026,"(135, 150]"
1.0,1.0,30,-23.560198,-46.6218485,385250,1,233.1310984313866,0,12.86165034889606,-1.7215045347267715,"(225, 240]"
3.0,4.0,320,-23.6194404,-46.6735745,3487350,2,6.0,1,15.064652980184725,1.6291044121741178,"(0, 15]"
4.0,4.0,132,-23.6186442,-46.6335015,1570220,1,113.97599508522772,0,14.266726931749332,0.41551614002167353,"(105, 120]"
3.0,2.0,120,-23.6124872,-46.7361891,746572,1,316.61148755098935,0,13.52324868086548,-0.7152609384335007,"(315, 330]"
3.0,2.0,97,-23.56221,-46.630224,960702,1,138.0,1,13.775420587115969,-0.33172556119898033,"(135, 150]"
1.0,1.0,65,-23.5518801,-46.6547981,589603,3,13.0,1,13.287206404094766,-1.0742643064558874,"(0, 15]"
4.0,2.0,270,-23.5380398,-46.6604947,2741770,2,186.010107262453,0,14.824114619934784,1.2632628237531027,"(180, 195]"
3.0,1.0,168,-23.566858899999996,-46.6609185,2051760,2,180.47663105171787,0,14.534209006754546,0.8223371854980595,"(180, 195]"
4.0,4.0,457,-23.6054529,-46.7045123,3435120,1,25.0,1,15.049562708636811,1.606153191807201,"(15, 30]"
3.0,2.0,182,-23.564859,-46.6484828,1606840,2,38.426631717465106,0,14.289780697696365,0.45057926402561665,"(30, 45]"
3.0,2.0,98,-23.603322,-46.665470500000005,1121790,3,122.3791346958118,0,13.930437073203723,-0.0959566075781937,"(120, 135]"
